sound_map,pc_1based,midi_program_0based,drum_set_name,midi_note,manual_region,gm_core_35_81,raw_label,resolved_name,inherited_from_pc1,no_sound,exc_group,two_voice,rnd,left_marker,source_manual_page,source_status
SC-8820,10,9,HIP HOP,68,main_22_94,True,←,Low Agogo,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,69,main_22_94,True,←,Cabasa,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,70,main_22_94,True,TR-808 Maracas,TR-808 Maracas,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,71,main_22_94,True,←,Short High Whistle,True,False,2,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,72,main_22_94,True,←,Long Low Whistle,True,False,2,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,73,main_22_94,True,←,Short Guiro,True,False,3,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,74,main_22_94,True,CR-78 Guiro [EXC3],CR-78 Guiro,False,False,3,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,75,main_22_94,True,TR-808 Claves,TR-808 Claves,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,76,main_22_94,True,←,High Wood Block,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,77,main_22_94,True,←,Low Wood Block,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,78,main_22_94,True,High Hoo [EXC4],High Hoo,False,False,4,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,79,main_22_94,True,Low Hoo [EXC4],Low Hoo,False,False,4,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,80,main_22_94,True,Electric Mute Triangle [EXC5],Electric Mute Triangle,False,False,5,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,81,main_22_94,True,Electric Open Triangle [EXC5],Electric Open Triangle,False,False,5,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,82,main_22_94,False,Shaker 2,Shaker 2,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,83,main_22_94,False,←,Jingle Bell,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,84,main_22_94,False,←,Bell Tree,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,85,main_22_94,False,←,Castanets,True,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,86,main_22_94,False,← [EXC6],Mute Surdo,True,False,6,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,87,main_22_94,False,← [EXC6],Open Surdo,True,False,6,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,88,main_22_94,False,Small Club 1 *,Small Club 1,False,False,,True,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,89,main_22_94,False,Hip-Hop Snare 2,Hip-Hop Snare 2,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,90,main_22_94,False,LoFi Snare Rim,LoFi Snare Rim,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,91,main_22_94,False,Hip-Hop Claps,Hip-Hop Claps,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,92,main_22_94,False,Stantard 1 Snare 1,Stantard 1 Snare 1,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,93,main_22_94,False,Standard 1 Snare 2,Standard 1 Snare 2,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,94,main_22_94,False,Room Snare 1,Room Snare 1,False,False,,False,False,False,65,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,95,extended_0_21_95_127,False,Room Snare 2,Room Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,96,extended_0_21_95_127,False,Dance Snare,Dance Snare,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,97,extended_0_21_95_127,False,Techno Hit,Techno Hit,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,98,extended_0_21_95_127,False,Philly Hit *,Philly Hit,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,99,extended_0_21_95_127,False,Impact Hit *,Impact Hit,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,100,extended_0_21_95_127,False,Lo-Fi Rave *,Lo-Fi Rave,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,101,extended_0_21_95_127,False,Bam Hit,Bam Hit,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,102,extended_0_21_95_127,False,Bim Hit,Bim Hit,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,103,extended_0_21_95_127,False,Tape Rewind,Tape Rewind,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,104,extended_0_21_95_127,False,Phonograph Noise,Phonograph Noise,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,105,extended_0_21_95_127,False,Power Snare 1,Power Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,106,extended_0_21_95_127,False,Dance Snare 1,Dance Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,107,extended_0_21_95_127,False,Dance Snare 2,Dance Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,108,extended_0_21_95_127,False,Disco Snare,Disco Snare,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,109,extended_0_21_95_127,False,Electric Snare 2,Electric Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,110,extended_0_21_95_127,False,Electric Snare,Electric Snare,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,111,extended_0_21_95_127,False,Electric Snare 3 *,Electric Snare 3,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,112,extended_0_21_95_127,False,TR-606 Snare 2,TR-606 Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,113,extended_0_21_95_127,False,TR-707 Snare 1,TR-707 Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,114,extended_0_21_95_127,False,TR-808 Snare 2,TR-808 Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,115,extended_0_21_95_127,False,TR-808 Snare 1 *,TR-808 Snare 1,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,116,extended_0_21_95_127,False,TR-808 Snare 2,TR-808 Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,117,extended_0_21_95_127,False,TR-909 Snare 1,TR-909 Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,118,extended_0_21_95_127,False,TR-909 Snare 2 *,TR-909 Snare 2,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,119,extended_0_21_95_127,False,TR-909 Snare 1,TR-909 Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,120,extended_0_21_95_127,False,TR-909 Snare 2,TR-909 Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,121,extended_0_21_95_127,False,Rap Snare,Rap Snare,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,122,extended_0_21_95_127,False,Jungle Snare,Jungle Snare,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,123,extended_0_21_95_127,False,House Snare 1,House Snare 1,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,124,extended_0_21_95_127,False,House Snare *,House Snare,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,125,extended_0_21_95_127,False,House Snare 2,House Snare 2,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,126,extended_0_21_95_127,False,Voice Tah,Voice Tah,False,False,,False,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,10,9,HIP HOP,127,extended_0_21_95_127,False,Slappy *,Slappy,False,False,,True,False,False,73,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,0,extended_0_21_95_127,False,Electric Kick 2,Electric Kick 2,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,1,extended_0_21_95_127,False,Electric Kick 1 *,Electric Kick 1,False,False,,True,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,2,extended_0_21_95_127,False,CR-78 Kick 1,CR-78 Kick 1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,3,extended_0_21_95_127,False,CR-78 Kick 2,CR-78 Kick 2,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,4,extended_0_21_95_127,False,TR-606 Kick1,TR-606 Kick1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,5,extended_0_21_95_127,False,TR-707 Kick 1,TR-707 Kick 1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,6,extended_0_21_95_127,False,TR-808 Kick,TR-808 Kick,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,7,extended_0_21_95_127,False,TR-808 Kick,TR-808 Kick,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,8,extended_0_21_95_127,False,TR-808 Kick 2,TR-808 Kick 2,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,9,extended_0_21_95_127,False,TR-909 Kick,TR-909 Kick,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,10,extended_0_21_95_127,False,Dance Kick,Dance Kick,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,11,extended_0_21_95_127,False,Hip-Hop Kick 2,Hip-Hop Kick 2,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,12,extended_0_21_95_127,False,TR-909 Kick 1 *,TR-909 Kick 1,False,False,,True,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,13,extended_0_21_95_127,False,Hip-Hop Kick 3,Hip-Hop Kick 3,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,14,extended_0_21_95_127,False,Jungle Kick 1,Jungle Kick 1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,15,extended_0_21_95_127,False,Techno Kick 1,Techno Kick 1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,16,extended_0_21_95_127,False,Bounce Kick,Bounce Kick,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,17,extended_0_21_95_127,False,←,Voice One,True,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,18,extended_0_21_95_127,False,←,Voice Two,True,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,19,extended_0_21_95_127,False,←,Voice Three,True,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,20,extended_0_21_95_127,False,HipHop Kick 2,HipHop Kick 2,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,21,extended_0_21_95_127,False,HipHop Kick 1,HipHop Kick 1,False,False,,False,False,False,74,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,22,main_22_94,False,←,MC-500 Beep 1,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,23,main_22_94,False,←,MC-500 Beep 2,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,24,main_22_94,False,←,Concert SD,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,25,main_22_94,False,←,Snare Roll,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,26,main_22_94,False,←,Finger Snap 2,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,27,main_22_94,False,←,High Q,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,28,main_22_94,False,←,Slap,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,29,main_22_94,False,Scratch Push 2 [EXC7],Scratch Push 2,False,False,7,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,30,main_22_94,False,Scratch Pull 2 [EXC7],Scratch Pull 2,False,False,7,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,31,main_22_94,False,←,Sticks,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,32,main_22_94,False,←,Square Click,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,33,main_22_94,False,←,Metronome Click,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,34,main_22_94,False,←,Metronome Bell,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,35,main_22_94,True,Jungle Kick 2,Jungle Kick 2,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,36,main_22_94,True,Jungle Kick 1,Jungle Kick 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,37,main_22_94,True,Jungle Snare Rim,Jungle Snare Rim,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,38,main_22_94,True,HipHop Snare 1,HipHop Snare 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,39,main_22_94,True,R&B Claps,R&B Claps,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,40,main_22_94,True,Jungle Snare,Jungle Snare,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,41,main_22_94,True,TR-909 Low Tom 2,TR-909 Low Tom 2,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,42,main_22_94,True,TR-606 Closed Hi-Hat [EXC1],TR-606 Closed Hi-Hat,False,False,1,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,43,main_22_94,True,TR-909 Low Tom 1,TR-909 Low Tom 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,44,main_22_94,True,Jungle Hi-Hat [EXC1],Jungle Hi-Hat,False,False,1,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,45,main_22_94,True,TR-909 Mid Tom 2,TR-909 Mid Tom 2,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,46,main_22_94,True,TR-606 Open Hi-Hat [EXC1],TR-606 Open Hi-Hat,False,False,1,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,47,main_22_94,True,TR-909 Mid Tom 1,TR-909 Mid Tom 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,48,main_22_94,True,TR-909 High Tom 2,TR-909 High Tom 2,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,49,main_22_94,True,Jungle Crash,Jungle Crash,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,50,main_22_94,True,TR-909 High Tom 1,TR-909 High Tom 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,51,main_22_94,True,Ride Cymbal 1,Ride Cymbal 1,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,52,main_22_94,True,Reverse Cymbal,Reverse Cymbal,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,53,main_22_94,True,Ride Bell,Ride Bell,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,54,main_22_94,True,Shake Tambourine,Shake Tambourine,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,55,main_22_94,True,←,Splash Cymbal,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,56,main_22_94,True,TR-808 Cowbell,TR-808 Cowbell,False,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,57,main_22_94,True,←,Crash Cymbal 2,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,58,main_22_94,True,←,Vibra-slap,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,59,main_22_94,True,←,Ride Cymbal 2,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,60,main_22_94,True,←,High Bongo,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,61,main_22_94,True,←,Low Bongo,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,62,main_22_94,True,←,Mute High Conga,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,63,main_22_94,True,←,Open High Conga,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,64,main_22_94,True,←,Low Conga,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,65,main_22_94,True,←,High Timbale,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,66,main_22_94,True,←,Low Timbale,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,67,main_22_94,True,←,High Agogo,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
SC-8820,11,10,JUNGLE,68,main_22_94,True,←,Low Agogo,True,False,,False,False,False,66,VERIFIED_FROM_OFFICIAL_MANUAL_TEXT_AND_USER_COLUMN_IMAGES
